Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Calculators,Chrome 73.0.3683.103,,2019-04-18 13:43:36,2019-04-18 13:43:53,16.998s,PASSED
,,,,,,
Test Cases/DividendReinvestmentCalc,Chrome 73.0.3683.103,,2019-04-18 13:43:36,2019-04-18 13:43:41,4.952s,PASSED
"openBrowser(""https://calc.crafton.ocweb.team/dividend-reinvestment/"")",Chrome 73.0.3683.103,,2019-04-18 13:43:37,2019-04-18 13:43:39,2.449s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,2019-04-18 13:43:39,2019-04-18 13:43:39,0.008s,PASSED
"baseUrl = ""https://calc.crafton.ocweb.team/dividend-reinvestment/""",Chrome 73.0.3683.103,,2019-04-18 13:43:39,2019-04-18 13:43:39,0.000s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 73.0.3683.103,,2019-04-18 13:43:39,2019-04-18 13:43:39,0.065s,PASSED
"selenium.open(""https://calc.crafton.ocweb.team/dividend-reinvestment/"")",Chrome 73.0.3683.103,,2019-04-18 13:43:39,2019-04-18 13:43:39,0.211s,PASSED
"selenium.click(""id=initialNumberOfShares"")",Chrome 73.0.3683.103,,2019-04-18 13:43:39,2019-04-18 13:43:40,0.090s,PASSED
"selenium.type(""id=initialNumberOfShares"", ""200"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.047s,PASSED
"selenium.click(""id=initialPriceOfShares"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.084s,PASSED
"selenium.type(""id=initialPriceOfShares"", ""234"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.044s,PASSED
"selenium.click(""id=annualDividend"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.052s,PASSED
"selenium.type(""id=annualDividend"", ""23432"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.043s,PASSED
"selenium.click(""id=dividendAnnualGrowthRate"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.054s,PASSED
"selenium.type(""id=dividendAnnualGrowthRate"", ""43"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.054s,PASSED
"selenium.click(""id=stockPriceAnnualGrowthRate"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.049s,PASSED
"selenium.type(""id=stockPriceAnnualGrowthRate"", ""23"")",Chrome 73.0.3683.103,,2019-04-18 13:43:40,2019-04-18 13:43:40,0.040s,PASSED
