Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Calculators,Firefox 66.0,,2019-04-18 11:00:37,2019-04-18 11:01:01,24.452s,FAILED
,,,,,,
Test Cases/DividendReinvestmentCalc,Firefox 66.0,,2019-04-18 11:00:37,2019-04-18 11:00:46,9.063s,PASSED
"openBrowser(""https://calc.crafton.ocweb.team/dividend-reinvestment/"")",Firefox 66.0,,2019-04-18 11:00:37,2019-04-18 11:00:42,5.137s,PASSED
driver = getWebDriver(),Firefox 66.0,,2019-04-18 11:00:42,2019-04-18 11:00:42,0.006s,PASSED
"baseUrl = ""https://calc.crafton.ocweb.team/dividend-reinvestment/""",Firefox 66.0,,2019-04-18 11:00:42,2019-04-18 11:00:42,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 66.0,,2019-04-18 11:00:42,2019-04-18 11:00:42,0.063s,PASSED
"selenium.open(""https://calc.crafton.ocweb.team/dividend-reinvestment/"")",Firefox 66.0,,2019-04-18 11:00:42,2019-04-18 11:00:43,0.333s,PASSED
"selenium.click(""id=initialNumberOfShares"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:43,0.247s,PASSED
"selenium.type(""id=initialNumberOfShares"", ""200"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:43,0.061s,PASSED
"selenium.click(""id=initialPriceOfShares"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:43,0.239s,PASSED
"selenium.type(""id=initialPriceOfShares"", ""234"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:43,0.055s,PASSED
"selenium.click(""id=annualDividend"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:43,0.236s,PASSED
"selenium.type(""id=annualDividend"", ""23432"")",Firefox 66.0,,2019-04-18 11:00:43,2019-04-18 11:00:44,0.052s,PASSED
"selenium.click(""id=dividendAnnualGrowthRate"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.240s,PASSED
"selenium.type(""id=dividendAnnualGrowthRate"", ""43"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.047s,PASSED
"selenium.click(""id=stockPriceAnnualGrowthRate"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.233s,PASSED
"selenium.type(""id=stockPriceAnnualGrowthRate"", ""23"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.049s,PASSED
"selenium.click(""id=numberOfYears"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.230s,PASSED
"selenium.type(""id=numberOfYears"", ""3"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:44,0.046s,PASSED
"selenium.click(""id=numOfReinvestmentPerYear"")",Firefox 66.0,,2019-04-18 11:00:44,2019-04-18 11:00:45,0.237s,PASSED
"selenium.select(""id=numOfReinvestmentPerYear"", ""label=3"")",Firefox 66.0,,2019-04-18 11:00:45,2019-04-18 11:00:45,0.270s,PASSED
"selenium.click(""id=dividend-reinvestment-calculate"")",Firefox 66.0,,2019-04-18 11:00:45,2019-04-18 11:00:45,0.239s,PASSED
"selenium.click(""name=s"")",Firefox 66.0,,2019-04-18 11:00:45,2019-04-18 11:00:45,0.233s,PASSED
"takeScreenshot(""/Users/sthokala/Documents/DRCalculator.png"")",Firefox 66.0,,2019-04-18 11:00:45,2019-04-18 11:00:45,0.136s,PASSED
selenium.close(),Firefox 66.0,,2019-04-18 11:00:45,2019-04-18 11:00:46,0.450s,PASSED
,,,,,,
Test Cases/MutualFundCalc,Firefox 66.0,,2019-04-18 11:00:46,2019-04-18 11:00:46,0.196s,FAILED
"openBrowser(""https://calc.crafton.ocweb.team/mutual-fund/"")",Firefox 66.0,,2019-04-18 11:00:46,2019-04-18 11:00:46,0.085s,FAILED
,,,,,,
